Disease	Total_Genes	Seed_Genes	Subsystems	Subsystems_Aligned_to_GO	NDEx_URL	HiView_URL
synaptic_congenital_myasthenic_syndromes	462	2	176	69	http://dev2.ndexbio.org/v2/network/c6166167-e9c3-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/c6166167-e9c3-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
familial_hypobetalipoproteinemia__fhbl_	48	2	23	8	http://dev2.ndexbio.org/v2/network/9e9ded1e-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/9e9ded1e-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
auriculocondylar_syndrome_1	17	2	5	3	http://dev2.ndexbio.org/v2/network/38c88c7c-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/38c88c7c-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
corneal_neovascularization	262	2	92	58	http://dev2.ndexbio.org/v2/network/68a05cc4-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/68a05cc4-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
dend_syndrome	3	2	2	0	http://dev2.ndexbio.org/v2/network/373b19fa-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/373b19fa-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
pfeiffer_syndrome_type_1	9	2	2	0	http://dev2.ndexbio.org/v2/network/b19cf16a-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/b19cf16a-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
self_healing_collodion_baby	3	3	1	1	http://dev2.ndexbio.org/v2/network/01c12697-e9c3-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/01c12697-e9c3-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
hereditary_angioedema	190	3	69	41	http://dev2.ndexbio.org/v2/network/20cccce3-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/20cccce3-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
erythrokeratodermia_variabilis	9	3	4	1	http://dev2.ndexbio.org/v2/network/7dad2860-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/7dad2860-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
bronchial_disease	361	3	127	76	http://dev2.ndexbio.org/v2/network/1047a24b-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/1047a24b-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
well_differentiated_liposarcoma	298	3	129	48	http://dev2.ndexbio.org/v2/network/842c72e9-e9c3-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/842c72e9-e9c3-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
renal_hypouricemia__rhuc_	2	2	1	1	http://dev2.ndexbio.org/v2/network/da8b75a5-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/da8b75a5-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
hyper_ige_recurrent_infection_syndrome__autosomal_recessive	3	2	2	1	http://dev2.ndexbio.org/v2/network/15fa1c39-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/15fa1c39-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
bernard_soulier_syndrome__giant_platelet_syndrome	3	3	1	1	http://dev2.ndexbio.org/v2/network/752dac1c-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/752dac1c-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
mandibuloacral_dysplasia	2	2	1	1	http://dev2.ndexbio.org/v2/network/467dd9b1-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/467dd9b1-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
deep_vein_thrombosis__dvt_	21	3	7	4	http://dev2.ndexbio.org/v2/network/5167b13c-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/5167b13c-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
diarrhea_2__with_microvillus_atrophy	9	2	7	1	http://dev2.ndexbio.org/v2/network/40af730e-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/40af730e-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
breast_fibroadenoma	169	2	69	21	http://dev2.ndexbio.org/v2/network/cf6b054d-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/cf6b054d-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
muscular_dystrophy__congenital_merosin_deficient__1a	11	2	6	3	http://dev2.ndexbio.org/v2/network/b25c9809-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/b25c9809-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
3mc_syndrome	6	2	2	1	http://dev2.ndexbio.org/v2/network/23096146-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/23096146-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
currarino_triad	141	2	57	19	http://dev2.ndexbio.org/v2/network/4320c18a-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/4320c18a-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
tuberous_sclerosis_complex__tsc___bourneville_pringle_disease	2	2	1	1	http://dev2.ndexbio.org/v2/network/203fda0d-e9c3-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/203fda0d-e9c3-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
severe_combined_immunodeficiency__autosomal_recessive__t_cell_negative__b_cell_positive__nk_cell_positive	35	4	18	9	http://dev2.ndexbio.org/v2/network/fac323f2-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/fac323f2-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
congenital_symmetric_circumferential_skin_creases__kunze_riehm_syndrome__michelin_tire_baby_syndrome	322	2	120	55	http://dev2.ndexbio.org/v2/network/75489184-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/75489184-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
progressive_cardiac_conduction_defect__pccd___progressive_familial_heart_block__pfhb___lenegre_lev_disease	2	2	1	1	http://dev2.ndexbio.org/v2/network/ca69d1f3-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/ca69d1f3-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
pachyonychia_congenita	22	4	4	2	http://dev2.ndexbio.org/v2/network/925bb192-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/925bb192-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
metachromatic_leukodystrophy__juvenile_form	73	2	20	12	http://dev2.ndexbio.org/v2/network/5f2d1feb-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/5f2d1feb-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
c1q_deficiency	3	3	2	1	http://dev2.ndexbio.org/v2/network/04683c5d-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/04683c5d-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
torg_winchester_syndrome	3	2	1	1	http://dev2.ndexbio.org/v2/network/1891734f-e9c3-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/1891734f-e9c3-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
cutis_laxa	138	2	48	19	http://dev2.ndexbio.org/v2/network/360335fa-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/360335fa-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
benign_familial_hematuria	2	2	1	1	http://dev2.ndexbio.org/v2/network/757cdd96-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/757cdd96-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
pfeiffer_syndrome	9	2	2	0	http://dev2.ndexbio.org/v2/network/acdfdf34-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/acdfdf34-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
platelet_type_bleeding_disorder_16	4	2	1	1	http://dev2.ndexbio.org/v2/network/b185e6f6-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/b185e6f6-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
autosomal_recessive_distal_renal_tubular_acidosis	7	2	1	1	http://dev2.ndexbio.org/v2/network/7c14557d-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/7c14557d-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
hereditary_mucosal_leukokeratosis	2	2	1	1	http://dev2.ndexbio.org/v2/network/d9201bc1-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/d9201bc1-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
autosomal_recessive_alport_syndrome	2	2	1	1	http://dev2.ndexbio.org/v2/network/3b1ed8c2-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/3b1ed8c2-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
alcoholic_hepatitis	3	2	2	0	http://dev2.ndexbio.org/v2/network/2d1a2264-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/2d1a2264-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
peptic_ulcer_disease	355	2	150	71	http://dev2.ndexbio.org/v2/network/0771c104-e9c3-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/0771c104-e9c3-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
hyperlipoproteinemia_type_iii	4	2	1	1	http://dev2.ndexbio.org/v2/network/ea579c28-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/ea579c28-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
familial_hypoalphalipoproteinemia	3	2	2	2	http://dev2.ndexbio.org/v2/network/9af09ce7-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/9af09ce7-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
hypohidrotic_ectodermal_dysplasia_with_immunodeficiency	6	2	3	2	http://dev2.ndexbio.org/v2/network/f40b4810-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/f40b4810-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
rotor_syndrome	4	2	2	2	http://dev2.ndexbio.org/v2/network/eb0dd739-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/eb0dd739-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
osteogenesis_imperfecta_type_2	10	5	4	3	http://dev2.ndexbio.org/v2/network/9258cb60-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/9258cb60-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
trichuriasis	199	2	74	42	http://dev2.ndexbio.org/v2/network/3b9cb42f-e9c3-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/3b9cb42f-e9c3-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
factor_viii_deficiency	4	2	2	2	http://dev2.ndexbio.org/v2/network/82bdd99f-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/82bdd99f-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
wilson_turner_x_linked_mental_retardation_syndrome	17	2	12	2	http://dev2.ndexbio.org/v2/network/42d5c322-e9c3-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/42d5c322-e9c3-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
saldino_mainzer_syndrome	18	2	4	2	http://dev2.ndexbio.org/v2/network/eed84c56-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/eed84c56-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
chromosome_17q23_1_q23_2_deletion_syndrome	9	2	3	2	http://dev2.ndexbio.org/v2/network/cd255af3-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/cd255af3-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
leukoencephalopathy_with_vanishing_white_matter	5	5	1	1	http://dev2.ndexbio.org/v2/network/3b7c2967-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/3b7c2967-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
eye_infections__bacterial	96	2	38	23	http://dev2.ndexbio.org/v2/network/ac0e2cbe-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/ac0e2cbe-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
pulmonary_surfactant_metabolism_dysfunction__smdp_	10	3	3	1	http://dev2.ndexbio.org/v2/network/d0fd529e-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/d0fd529e-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
cardiovirus_infections	418	2	203	55	http://dev2.ndexbio.org/v2/network/7e9d7c0c-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/7e9d7c0c-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
congenital_adrenal_hyperplasia__cah_	9	6	6	3	http://dev2.ndexbio.org/v2/network/ebfe1585-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/ebfe1585-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
roussy_lc_vy_syndrome	2	2	1	1	http://dev2.ndexbio.org/v2/network/edb35413-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/edb35413-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
congenital_fiber_type_disproportion	23	4	15	3	http://dev2.ndexbio.org/v2/network/fabb94cd-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/fabb94cd-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
haddad_syndrome	34	3	17	8	http://dev2.ndexbio.org/v2/network/c3cad56c-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/c3cad56c-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
nevus__pigmented	46	2	31	7	http://dev2.ndexbio.org/v2/network/83ae374b-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/83ae374b-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
rieger_anomaly	2	2	1	1	http://dev2.ndexbio.org/v2/network/ea1a9d6c-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/ea1a9d6c-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
gallbladder_disease__cholecystitis__cholelithiasis	27	2	8	5	http://dev2.ndexbio.org/v2/network/a73db848-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/a73db848-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
congenital_factor_xiii_deficiency	2	2	1	1	http://dev2.ndexbio.org/v2/network/f95ca193-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/f95ca193-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
cryptorchidism__unilateral_or_bilateral	51	2	10	4	http://dev2.ndexbio.org/v2/network/59ef87db-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/59ef87db-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
surfactant_metabolism_dysfunction__pulmonary__1	7	3	3	3	http://dev2.ndexbio.org/v2/network/11ffa0c4-e9c3-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/11ffa0c4-e9c3-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
li_fraumeni_syndrome	7	3	4	1	http://dev2.ndexbio.org/v2/network/3720e4fa-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/3720e4fa-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
renal_hypomagnesemia_3	104	2	63	17	http://dev2.ndexbio.org/v2/network/f639a436-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/f639a436-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
peptic_ulcer_hemorrhage	206	2	70	47	http://dev2.ndexbio.org/v2/network/bb8a99b9-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/bb8a99b9-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
epidermolysis_bullosa__lethal_acantholytic	2	2	1	1	http://dev2.ndexbio.org/v2/network/71084f27-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/71084f27-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
oropharyngeal_cancer	329	2	120	37	http://dev2.ndexbio.org/v2/network/2d5ec531-e9c3-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/2d5ec531-e9c3-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
usher_syndrome	2	2	1	1	http://dev2.ndexbio.org/v2/network/30ecf475-e9c3-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/30ecf475-e9c3-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
albinism__oculocutaneous__type_2	10	2	5	1	http://dev2.ndexbio.org/v2/network/2410bf6c-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/2410bf6c-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
melanoma__cutaneous_malignant__susceptibility_to__8	39	2	16	5	http://dev2.ndexbio.org/v2/network/54aed078-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/54aed078-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
delta_beta_thalassemia	5	3	3	2	http://dev2.ndexbio.org/v2/network/5d0d1b09-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/5d0d1b09-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
blue_cone_monochromacy	7	2	3	2	http://dev2.ndexbio.org/v2/network/9d4d6e87-e9c0-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/9d4d6e87-e9c0-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
parapsoriasis	8	2	5	1	http://dev2.ndexbio.org/v2/network/adfb1347-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/adfb1347-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
medullary_thyroid_cancer	20	3	9	5	http://dev2.ndexbio.org/v2/network/1dab73ba-e9c3-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/1dab73ba-e9c3-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
proximal_symphalangism	3	2	2	0	http://dev2.ndexbio.org/v2/network/c8f5f73f-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/c8f5f73f-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
pasteurellaceae_infections	26	3	8	3	http://dev2.ndexbio.org/v2/network/9e1651ca-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/9e1651ca-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
familial_dysfibrinogenemia	3	3	1	1	http://dev2.ndexbio.org/v2/network/9cccd753-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/9cccd753-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
cowden_syndrome_2	4	2	3	0	http://dev2.ndexbio.org/v2/network/1cacb2d9-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/1cacb2d9-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
kabuki_syndrome_1	2	2	1	1	http://dev2.ndexbio.org/v2/network/27f7ac07-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/27f7ac07-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
hyperandrogenism_due_to_cortisone_reductase_deficiency	36	2	16	6	http://dev2.ndexbio.org/v2/network/e69d0490-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/e69d0490-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
cornelia_de_lange_syndrome__cdls_	13	3	9	4	http://dev2.ndexbio.org/v2/network/14399cfd-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/14399cfd-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
pancreatitis__hereditary	249	6	88	47	http://dev2.ndexbio.org/v2/network/cbbe17ab-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/cbbe17ab-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
usher_syndrome__type_1	342	7	174	53	http://dev2.ndexbio.org/v2/network/6bb700bd-e9c3-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/6bb700bd-e9c3-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
gluconobacter_infection	5	3	3	0	http://dev2.ndexbio.org/v2/network/bd2af897-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/bd2af897-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
pituitary_hormone_deficiency__combined_2	332	3	144	60	http://dev2.ndexbio.org/v2/network/443e2d43-e9c3-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/443e2d43-e9c3-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
hypogonadotropic_hypogonadism_23_with_or_without_anosmia	127	2	56	29	http://dev2.ndexbio.org/v2/network/4bd29872-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/4bd29872-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
congenital_disorder_of_glycosylation	3	2	2	2	http://dev2.ndexbio.org/v2/network/7495bc02-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/7495bc02-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
subcortical_band_heterotopia	321	3	139	67	http://dev2.ndexbio.org/v2/network/b936f09e-e9c3-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/b936f09e-e9c3-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
metachromatic_leukodystrophy__mld_	73	2	20	12	http://dev2.ndexbio.org/v2/network/71fb9405-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/71fb9405-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
ocular_albinism__ocular_albinism__type_i__oa1___waardenburg_syndrome__type_ii__ws2_oa_	29	2	11	5	http://dev2.ndexbio.org/v2/network/896a439c-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/896a439c-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
primary_congenital_glaucoma__pcg_	115	2	33	20	http://dev2.ndexbio.org/v2/network/d869592d-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/d869592d-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
maple_syrup_urine_disease	68	5	26	11	http://dev2.ndexbio.org/v2/network/4b79a2fc-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/4b79a2fc-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
hyperalphalipoproteinemia_1	7	2	6	2	http://dev2.ndexbio.org/v2/network/e5a3ff4d-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/e5a3ff4d-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
glycogen_storage_disease_ixc	2	2	1	1	http://dev2.ndexbio.org/v2/network/c2b34b87-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/c2b34b87-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
hypothyroidism_due_to_deficient_transcription_factors_involved_in_pituitary_development_or_function	167	5	68	18	http://dev2.ndexbio.org/v2/network/abeb6d0c-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/abeb6d0c-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
hereditary_breast_ovarian_cancer	4	2	2	0	http://dev2.ndexbio.org/v2/network/d245f526-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/d245f526-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
jackson_weiss_syndrome	9	2	2	0	http://dev2.ndexbio.org/v2/network/2244c768-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/2244c768-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
restrictive_cardiomyopathy__rcm_	31	4	18	12	http://dev2.ndexbio.org/v2/network/e6f541ef-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/e6f541ef-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
singleton_merten_dysplasia	2	2	1	1	http://dev2.ndexbio.org/v2/network/04ae5b43-e9c3-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/04ae5b43-e9c3-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
hypoxia__brain	3	2	2	0	http://dev2.ndexbio.org/v2/network/0941e2c7-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/0941e2c7-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
hypocalcemia	158	3	56	26	http://dev2.ndexbio.org/v2/network/02c963c4-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/02c963c4-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
ehlers_danlos_syndrome__periodontitis_type	2	2	1	1	http://dev2.ndexbio.org/v2/network/689427bd-e9c1-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/689427bd-e9c1-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
primary_localized_cutaneous_amyloidosis__plca_	2	2	1	1	http://dev2.ndexbio.org/v2/network/caa9e845-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/caa9e845-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
rare_familial_disorder_with_hypertrophic_cardiomyopathy	59	7	27	16	http://dev2.ndexbio.org/v2/network/d47cb566-e9c2-11e8-ad43-0660b7976219	http://hiview-test.ucsd.edu/d47cb566-e9c2-11e8-ad43-0660b7976219?type=test&server=http://dev2.ndexbio.org
